Latitude,Longitude,altitude (m),Injury.Severity,Aircraft.Damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Amateur.Built,Total.Passengers
29.431,-81.676,-0.2,FATAL,SUBSTANTIAL,AIRPLANE,QUEST AIRCRAFT COMPANY LLC,KODIAC 100,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,APPROACH,NO,2
33.507,-90.27,38,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR INC,AT-802,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,1,0,0,0,VMC,MANEUVERING,NO,1
64.191,-51.678,70,INCIDENT,MINOR,AIRPLANE,CIRRUS DESIGN CORP,SF50,1,TURBO FAN,"NON-U.S., NON-COMMERCIAL",FERRY,0,0,0,2,VMC,LANDING,NO,2
60.938,-164.64,3,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,207,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,2,VMC,TAKEOFF,NO,2
28.707,-81.582,38.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,COSTRUZIONI AERONAUTICHE TECNA,ASTORE,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
35.927,-78.248,53.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,CALLAIR A 9,1,RECIPROCATING,PART 91: GENERAL AVIATION,GLIDER TOW,0,0,1,0,VMC,TAKEOFF,NO,1
34.264,-110.013,1947.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
28.228,-82.156,25.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN,B75,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,APPROACH,NO,2
40.465,-86.613,211.7,FATAL,DESTROYED,AIRPLANE,CESSNA,441,1,TURBO PROP,PART 91: GENERAL AVIATION,BUSINESS,3,0,0,0,IMC,CLIMB,NO,3
32.819,-117.123,130.9,FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22T,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,NO,1
31.156,-81.391,4.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,DIAMOND AIRCRAFT IND INC,DA 42,2,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,5,VMC,TAXI,NO,5
31.156,-81.391,4.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,5,VMC,TAXI,NO,5
30,-85,7.6,FATAL,DESTROYED,AIRPLANE,PIPER,PA28,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,NO,1
30.336,-81.514,11.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,P210,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
15.115,145.717,62.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,AERIAL OBSERVATION,0,0,2,0,VMC,CLIMB,NO,2
39.05,-119.794,1420.5,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA34,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,DESCENT,NO,1
40.903,-82.256,365.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 22,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
41.288,-110.982,2037,FATAL,DESTROYED,AIRPLANE,SOCATA,TBM 700,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,GO-AROUND,NO,2
38.059,-83.98,299.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,402,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,IMC,LANDING,NO,2
61.58,-150.41,13.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,NO,2
39.909,-105.117,1714,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
33.688,-112.082,445.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 16,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
41.781,-122.468,806.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,C90,2,TURBO PROP,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
35.765,-80.954,294.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
39.192,-119.732,1432.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,OLIVER LAWRENCE R,KITFOX IV 1200,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,GO-AROUND,NO,2
39.191,-119.726,1434.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUBCRAFTERS INC,CC11-160,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
32.967,-97.275,215.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
46.921,-96.816,273.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 24-260,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,NO,2
32.817,-116.983,141.4,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182T,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,TAKEOFF,NO,2
44.58,-124.058,41.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,IMC,LANDING,NO,1
32.374,-82.08,59.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
58.373,-134.051,0,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
42.184,-73.407,225.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T303,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,NO,1
37.87,-96.69,428.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,NO,2
36.211,-115.194,667.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,95,2,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,GO-AROUND,NO,2
34.346,-119.063,73.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN CHAMPION AIRCRAFT,7GCBC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
40.621,-73.273,0,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,3,VMC,CRUISE,NO,3
31,-86,26.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,680 F,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
41.52,-72.82,70.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,APPROACH,NO,2
40.231,-87.411,186.8,FATAL,DESTROYED,AIRPLANE,CESSNA,172F,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,1,0,0,0,VMC,MANEUVERING,NO,1
32.756,-108.21,1847.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
40.44,-105.007,1529.8,NON-FATAL,MINOR,AIRPLANE,BEECH,A36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,APPROACH,NO,3
24.957,-81.051,0,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32R,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,4,0,0,VMC,TAKEOFF,NO,4
33.18,-96.589,172.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
29.723,-98.694,421.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M 6,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAXI,NO,1
41.196,-96.112,317.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,QUARTZ MOUNTAIN AEROSPACE,L-11E,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,APPROACH,NO,2
26.339,-81.664,4.9,FATAL,DESTROYED,AIRPLANE,VANS AIRCRAFT INC,RV-12,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,NO,1
32.449,-99.733,522.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,CLIMB,NO,1
41.2,-74.623,123.5,NON-FATAL,DESTROYED,AIRPLANE,CESSNA,210,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
39.402,-77.983,164.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172RG,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,APPROACH,NO,2
38.776,-122.992,81.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172P,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,GO-AROUND,NO,1
39.5,-119.768,1342.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 32-300,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,TAKEOFF,NO,2
34.233,-117.171,1735.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20E,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,2,VMC,CLIMB,NO,4
33.621,-111.913,445.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,B60,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
58.356,-134.58,6.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
46.161,-123.64,38.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3L,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
33.898,-117.602,160.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 28,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,MANEUVERING,NO,2
40.169,-105.173,1542.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,K35,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,NO,2
34.199,-96.674,196,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 28-236,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,CRUISE,NO,1
44.142,-115.314,1467.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
40.891,-117.807,1310.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS INC,CC18-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,1,VMC,LANDING,NO,1
40.399,-115.42,1817.8,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 23-250,2,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,1,0,0,0,UNK,CRUISE,NO,1
42.843,-76.445,305.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,NO,1
40.145,-111.668,1379.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUBCRAFTERS INC,CC11,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
41.003,-81.756,294.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,S.O.C.A.T.A.,MS893E,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,1,VMC,APPROACH,NO,1
36.732,-97.1,306.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAKEOFF,NO,4
45.247,-122.77,60.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210L,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
37.378,-79.121,254.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,COSTRUZIONI AERONAUTICHE TECNA,P2006,2,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
34.092,-117.248,331.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,STANDING,NO,1
44.485,-103.788,1182.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
39.443,-122.96,559.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,AEROPRO CZ,EUROFOX,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
33.673,-117.867,14.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,NO,1
35.491,-82.059,417.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,APPROACH,NO,1
43.064,-108.46,1666.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 28R-200,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,5,VMC,TAKEOFF,NO,5
27.946,-81.774,33.9,FATAL,DESTROYED,AIRPLANE,CESSNA,340,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,5,0,0,0,IMC,TAKEOFF,NO,5
41.344,-92.663,230.9,FATAL,SUBSTANTIAL,AIRPLANE,X-AIR LLC,XA85,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,NO,1
41.944,-83.433,187,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
27.074,-82.437,5.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20K,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
44.222,-93.918,309,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,1,0,VMC,LANDING,NO,1
29.109,-95.462,8.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
40.166,-105.166,1538.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN CHAMPION AIRCRAFT,7GCAA,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
33.688,-112.082,445.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT AIRCRAFT INC,A-1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
32.493,-80.992,22.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,2,0,VMC,TAKEOFF,NO,2
38.428,-92.875,311.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-201T,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
35.968,-83.9,274.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 23-250,2,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,1,2,0,VMC,GO-AROUND,NO,3
61.731,-150.672,19.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
61.752,-150.053,63.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 20,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,NO,2
61.752,-150.053,63.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,MX7,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,NO,2
30.678,-97.4,164.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIAGGIO,P.180,2,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,IMC,LANDING,NO,2
43.961,-69.712,16.7,NON-FATAL,SUBSTANTIAL,AIRPLANE,GOLDEN CIRCLE AIR,T BIRD II,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
36.05,-79.473,181.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,MANEUVERING,NO,3
36.087,-78.138,96.6,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,NO,1
39.372,-85.248,270,FATAL,DESTROYED,AIRPLANE,CESSNA,T210M,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,3,0,0,0,VMC,CLIMB,NO,3
38.086,-120.759,313.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172P,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,LANDING,NO,2
26.177,-80.176,0.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
25.644,-80.456,2.2,FATAL,DESTROYED,AIRPLANE,SMITH,AEROSTAR 601,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,NO,1
21.133,-157.15,388.1,FATAL,DESTROYED,AIRPLANE,CESSNA,U206,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,APPROACH,NO,2
32.825,-117.171,116.4,FATAL,DESTROYED,AIRPLANE,BEECH,A36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,2,0,0,VMC,CLIMB,NO,4
35.207,-97.97,366.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
38.512,-121.493,6.1,NON-FATAL,DESTROYED,AIRPLANE,CZECH SPORT AIRCRAFT A.S.,SPORT CRUISER,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
43.078,-94.272,369.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172C,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,3,VMC,TAKEOFF,NO,3
28.765,-81.061,0,FATAL,DESTROYED,AIRPLANE,BEECH,C90,1,TURBO PROP,PART 91: GENERAL AVIATION,INSTRUCTIONAL,3,0,0,0,VMC,APPROACH,NO,3
47.908,-122.281,180,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
17.7,-64.817,21.5,FATAL,DESTROYED,AIRPLANE,BEECH,58,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,5,0,0,0,VMC,APPROACH,NO,5
38.4,-90.37,153.7,FATAL,DESTROYED,AIRPLANE,RAYTHEON AIRCRAFT COMPANY,B36TC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,NO,1
33.527,-112.295,319.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 34-200T,2,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
36.781,-76.451,6.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,T 6,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
31.011,-87.037,57.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,DESCENT,NO,2
41.669,-70.28,13.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,402,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
42.203,-89.082,223.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,C90,2,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,2,2,0,VMC,APPROACH,NO,4
33.974,-117.637,190,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,A75N1(PT17),1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
30.901,-83.881,74.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA34,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
39.418,-77.374,88.4,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,3,VMC,LANDING,NO,4
38.366,-85.738,140.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 31-310,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,NO,3
46.901,-95.072,439.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
36.089,-88.463,147.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172R,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
38.933,-81.818,216.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7EC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
33.872,-117.978,28.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,TAKEOFF,NO,1
38.946,-76.773,48.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,NO,1
25.651,-80.439,1.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
39.467,-77.018,234,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,112,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
62.293,-153.362,432,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18-125,1,RECIPROCATING,PUBLIC AIRCRAFT,PUBLIC AIRCRAFT,0,0,0,1,VMC,LANDING,NO,1
44.251,-90.856,252.6,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,GO-AROUND,NO,1
29.181,-81.059,8.8,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
32.142,-111.183,728.5,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
32.037,-102.102,853.3,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150F,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,CRUISE,NO,1
42.884,-88.585,243.9,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER / LAUDEMAN,J3C 65,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,APPROACH,NO,2
