Latitude,Longitude,altitude (m),Injury.Severity,Aircraft.Damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Amateur.Built,Total.Passengers
40.285,-88.153,,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 46-350P,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,3,0,0,0,VMC,TAKEOFF,NO,3
44.451,-83.394,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180D,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
62.433,-142.9,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7AC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
45.167,-105.333,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J5A,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
43.504,-114.296,,NON-FATAL,SUBSTANTIAL,AIRPLANE,HAWKER BEECHCRAFT CORP,G36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
33.822,-117.571,,FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN AVIATION,AA-1A,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,2,0,0,0,VMC,MANEUVERING,NO,2
33.998,-109.432,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,175,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
47.139,-119.236,,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,108-1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
40.948,-74.314,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
31.871,-81.562,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7ECA,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,NO,2
27.937,-80.702,,FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,1,0,VMC,DESCENT,NO,3
38.971,-75.855,,FATAL,SUBSTANTIAL,AIRPLANE,MOYES,DRAGONFLY,1,RECIPROCATING,PART 91: GENERAL AVIATION,GLIDER TOW,1,0,0,0,VMC,TAKEOFF,NO,1
44.06,-69.086,,NON-FATAL,SUBSTANTIAL,AIRPLANE,DEHAVILLAND,TIGER MOTH DH 82A,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
43.114,-89.532,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,NO,2
40.7,-91.567,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A188B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
42.323,-88.836,,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,TAKEOFF,NO,2
40.308,-100.167,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-36-375,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
37.322,-89.132,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT802,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,1,0,VMC,CRUISE,NO,1
32.576,-97.588,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY AIRCRAFT CORP.,M20K,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
48.035,-98.934,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A188B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
37.596,-93.348,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-32-260,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
41.493,-92.148,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN SCHWEIZER,G-164A,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,LANDING,NO,1
37.686,-85.925,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150M,1,RECIPROCATING,PART 91: GENERAL AVIATION,BANNER TOW,0,0,0,1,VMC,TAKEOFF,NO,1
35.367,-78.746,,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,APPROACH,NO,2
43.991,-70.948,,NON-FATAL,SUBSTANTIAL,AIRPLANE,"SKY INTERNATIONAL, INC.",A-1C-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,NO,1
38.819,-92.222,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210L,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,1,VMC,LANDING,NO,1
30.784,-98.66,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,100,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,LANDING,NO,2
42.301,-85.246,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR20,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
45.666,-118.382,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,120,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
48.54,-117.889,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,95-B55 (T42A),2,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,3,VMC,LANDING,NO,3
49.659,-83.419,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C-65,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,STANDING,NO,1
40.479,-85.899,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A188B,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
40.049,-107.886,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,NO,1
42.601,-111.728,,FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20C,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,3,0,0,0,VMC,APPROACH,NO,3
34.044,-116.302,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-12,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,1,0,0,VMC,MANEUVERING,NO,1
33.367,-81.954,,FATAL,SUBSTANTIAL,AIRPLANE,MOONEY AIRCRAFT CORP.,M20K,1,RECIPROCATING,PART 91: GENERAL AVIATION,FLIGHT TEST,1,0,0,0,VMC,TAKEOFF,NO,1
39.239,-102.284,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AYRES,S2R,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,APPROACH,NO,1
29.534,-98.47,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY AIRCRAFT CORP.,M20S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,LANDING,NO,1
31.022,-110.722,,FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20F,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,TAKEOFF,NO,2
48.99,-116.502,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,TAXI,NO,2
64.031,-145.587,,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-12,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,NO,1
47.676,-117.325,,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN AIRCRAFT,C3-B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
45.209,-84.99,,FATAL,SUBSTANTIAL,AIRPLANE,TAYLORCRAFT,DCO-65,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,NO,1
40.437,-104.633,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,8KCAB,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
33.641,-90.293,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180J,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
43.843,-76.094,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-140,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,LANDING,NO,3
28.868,-82.574,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-161,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
44.67,-123.036,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,7KCAB,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,NO,1
34.257,-111.339,,NON-FATAL,SUBSTANTIAL,AIRPLANE,TAYLORCRAFT CORP,F-22,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
37.791,-107.55,,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150L,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,MANEUVERING,NO,2
41.936,-104.853,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150J,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,2,0,VMC,CRUISE,NO,2
48.258,-101.278,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-25-235,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
60.5,-145.5,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-18A 150,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,NO,1
25.907,-80.278,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GATES LEAR JET,35,2,TURBO FAN,PART 91: GENERAL AVIATION,FLIGHT TEST,0,0,0,4,VMC,LANDING,NO,4
48.705,-119.439,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M-7-235C,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,LANDING,NO,2
38.721,-120.755,,NON-FATAL,SUBSTANTIAL,AIRPLANE,DOVA AIRCRAFT SRO,DV-1 SKYLARK,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,NO,1
44.176,-122.085,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210-5(205),1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,NO,3
29.3,-81.108,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-161,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,2,0,0,VMC,TAKEOFF,NO,2
28,-82.163,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-30,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,NO,2
35.36,-107.234,,NON-FATAL,SUBSTANTIAL,AIRPLANE,RANS,S7,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
62.15,-145.783,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-12,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
39.068,-121.735,,NON-FATAL,SUBSTANTIAL,AIRPLANE,SCHWEIZER AIRCRAFT CORP,G-164B,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
41.128,-74.346,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO VODOCHODY,L39C,1,TURBO FAN,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,LANDING,NO,1
42.799,-77.842,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,N35,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,2,VMC,APPROACH,NO,3
30.239,-92.839,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150J,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,NO,2
37.772,-97.108,,NON-FATAL,SUBSTANTIAL,AIRPLANE,DEHAVILLAND,DHC-1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,APPROACH,NO,1
34.744,-92.024,,FATAL,SUBSTANTIAL,AIRPLANE,RANS,S-12,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,NO,1
34.738,-119.251,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-22-108,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
37.502,-107.814,,FATAL,SUBSTANTIAL,AIRPLANE,PIPISTREL,TAURUS,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,LANDING,NO,1
37.252,-110.291,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,V35B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,GO-AROUND,NO,4
36.936,-121.79,,FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20F,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,4,0,0,0,VMC,MANEUVERING,NO,4
42.592,-111.576,,NON-FATAL,SUBSTANTIAL,AIRPLANE,TL ULTRALIGHT SRO,STINGSPORT,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
33.456,-111.724,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150G,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
39.322,-76.408,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172P,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
43.007,-70.921,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7DC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
34.137,-91.872,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AYRES,S2R600,1,TURBO PROP,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
61.484,-149.042,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT AIRCRAFT INC,A-1B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,DESCENT,NO,2
34.667,-117.3,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,R182,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,CLIMB,NO,2
38.03,-120.414,,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,108-2,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,2,0,VMC,TAKEOFF,NO,2
45.712,-122.337,,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN AMERICAN AVN. CORP.,AA-5,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,CLIMB,NO,2
31.418,-110.848,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,U206,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,TAKEOFF,NO,2
48.405,-114.3,,NON-FATAL,SUBSTANTIAL,AIRPLANE,"CUBCRAFTERS, INC",CC11-160,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
42.186,-73.402,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C-65,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,LANDING,NO,2
27.509,-81.875,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
36.584,-79.89,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150M,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,2,0,0,VMC,TAKEOFF,NO,2
43.634,-111.682,,NON-FATAL,SUBSTANTIAL,AIRPLANE,M SQUARED,SPRINT 1000,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,MANEUVERING,NO,1
40.138,-111.667,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28R-201,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
45.619,-122.654,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182A,1,RECIPROCATING,PART 91: GENERAL AVIATION,BANNER TOW,0,0,2,0,VMC,LANDING,NO,2
41.908,-70.733,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150L,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
36.65,-83.217,,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,77,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,NO,1
35.219,-101.706,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-24-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
38.195,-105.086,,FATAL,SUBSTANTIAL,AIRPLANE,BOEING,B75N1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,MANEUVERING,NO,2
45.386,-86.924,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY AIRCRAFT CORP.,M20S,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
47.013,-121.535,,NON-FATAL,DESTROYED,AIRPLANE,PIPER,PA-18,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,LANDING,NO,2
38.228,-85.664,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-32R-301,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,NO,4
28.962,-81.758,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150C,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,NO,1
36.054,-85.525,,NON-FATAL,SUBSTANTIAL,AIRPLANE,TEMCO,GC-1B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,NO,1
44.677,-97.248,,FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN CHAMPION AIRCRAFT,7GCBC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,3,0,0,0,VMC,MANEUVERING,NO,3
29.62,-95.654,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN CHAMPION AIRCRAFT,7GCBC,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,LANDING,NO,2
37.928,-100.724,,NON-FATAL,SUBSTANTIAL,AIRPLANE,ARION AIRCRAFT LLC,LIGHTNING LS-1,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,NO,1
38.537,-76.025,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,1,VMC,LANDING,NO,1
36.921,-111.441,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185F,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAKEOFF,NO,4
38.976,-76.33,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182K,1,RECIPROCATING,PART 91: GENERAL AVIATION,FLIGHT TEST,0,0,0,1,VMC,TAKEOFF,NO,1
40.853,-85.457,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-16,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
42.691,-88.304,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,NO,1
45.408,-91.834,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-180,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,DESCENT,NO,3
32.082,-95.452,,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20E,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,NO,1
41.632,-73.876,,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172M,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,APPROACH,NO,2
39.559,-109.71,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,0,2,VMC,TAKEOFF,NO,2
34.793,-89.508,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182Q,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,NO,1
35.14,-111.669,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 46-350P,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,NO,3
34.509,-109.387,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177RG,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,3,0,0,VMC,TAKEOFF,NO,3
26.247,-80.111,,NON-FATAL,MINOR,AIRPLANE,BEECH,A60,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAXI,NO,3
28.063,-81.753,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150L,1,RECIPROCATING,PART 91: GENERAL AVIATION,INSTRUCTIONAL,0,0,2,0,VMC,GO-AROUND,NO,2
41.439,-80.692,,FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8A,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,MANEUVERING,NO,2
61.427,-151.781,,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150M,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,TAKEOFF,NO,2
46.967,-122.9,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAXI,NO,4
41.158,-73.122,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-32-300,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,APPROACH,NO,2
35.053,-83.938,,NON-FATAL,SUBSTANTIAL,AIRPLANE,HELIO,H-295,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,3,0,VMC,DESCENT,NO,3
40.47,-81.42,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-140,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,NO,1
40.294,-88.142,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28R-201,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,NO,2
47.422,-105.567,,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT301,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
45.305,-85.275,,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,1,0,0,IMC,MANEUVERING,NO,3
29.338,-98.851,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A188,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,MANEUVERING,NO,1
37.461,-122.115,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172S,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,3,VMC,LANDING,NO,3
48.541,-109.673,,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-36-285,1,RECIPROCATING,PART 137: AGRICULTURAL,AERIAL APPLICATION,0,0,0,1,VMC,TAKEOFF,NO,1
36.056,-77.922,,NON-FATAL,SUBSTANTIAL,AIRPLANE,NAVION,NAVION B,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,NO,1
38.653,-77.786,,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182F,1,RECIPROCATING,PART 91: GENERAL AVIATION,SKYDIVING,0,0,0,5,VMC,TAXI,NO,5
